,Title,Content,Excerpt,,,,,,,,course,cuisine,ingredient,,,,,,,,,wprm_course,wprm_cuisine,,,,,wprm_ingredient,,,instructions,wprm_notes,,,,,,,,,,,,,,,,,,,,,,,,,Courses,Cuisines,,Ingredients,Ingredient Units,,,,Images Filename,,,,,,,,,,,,,,,,,,,,,Slug
,Spiced Chickpea Bulgur Bowl,"A hearty and flavorful Spiced Chickpea Bulgur Bowl that combines nutritious ingredients for a satisfying meal.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rinse the bulgur under cold water and cook according to package instructions (usually about 12-15 minutes). → While the bulgur is cooking, roast the chickpeas in the oven at 400°F (200°C) for about 15 minutes, seasoned with your choice of spices (like cumin and paprika). → Once the bulgur is cooked, fluff it with a fork and let it cool slightly. → In a bowl, layer the cooked bulgur with roasted chickpeas, diced red onion, and halved cherry tomatoes. → Drizzle with tahini sauce and garnish with fresh parsley before serving.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"bulgur,cherry tomatoes,chickpeas,Fresh parsley for garnish,red onion,tahini sauce","cup,tbsp",,,,party-1.jpg,,,,,,,,,,,,,,,,,,,,,spiced-chickpea-bulgur-bowl
,Lemon Basil Quinoa Bowl,"A refreshing and vibrant Lemon Basil Quinoa Bowl that combines fresh vegetables and a zesty dressing, perfect for a light meal.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rinse the quinoa under cold water and cook according to package instructions (usually about 15 minutes). → While the quinoa is cooking, sauté the diced zucchini and yellow squash in a pan over medium heat until tender, about 5-7 minutes. → Once the quinoa is cooked, fluff it with a fork and let it cool slightly. → In a bowl, layer the cooked quinoa with halved cherry tomatoes, sautéed zucchini, yellow squash, and sliced avocado. → Drizzle with lemon basil dressing before serving.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"avocado,cherry tomatoes,lemon basil dressing,quinoa,yellow squash,zucchini","cup,tbsp",,,,Lemon-Basil-Quinoa.jpg,,,,,,,,,,,,,,,,,,,,,lemon-basil-quinoa-bowl
,Greek Orzo Bowl,"A delightful Greek Orzo Bowl filled with fresh ingredients and topped with creamy tzatziki, perfect for a light and satisfying meal.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rinse the orzo under cold water and cook according to package instructions (usually about 8-10 minutes). → While the orzo is cooking, dice the cucumber, halve the cherry tomatoes, and dice the red onion. → Once the orzo is cooked, drain it and let it cool slightly. → In a bowl, layer the cooked orzo with the diced cucumber, halved cherry tomatoes, diced red onion, and sliced olives. → Drizzle with tzatziki sauce and garnish with fresh dill before serving.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cherry tomatoes,cucumber,Fresh dill for garnish,olives,orzo,red onion,tzatziki sauce","cup,tbsp",,,,Greek-Orzo-4.jpg,,,,,,,,,,,,,,,,,,,,,greek-orzo-bowl
,Ginger Quinoa Bowl,"A delicious and nutritious Ginger Quinoa Bowl packed with flavor and vibrant ingredients, perfect for a healthy meal.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rinse the quinoa under cold water and cook according to package instructions (usually about 15 minutes). → While the quinoa is cooking, heat a non-stick pan over medium heat and sear the cubed tofu until golden brown, about 5-7 minutes, adding 1 tbsp of ginger dressing halfway through. → Lightly steam the shredded carrots and snap peas until tender, about 3-4 minutes. → Once the quinoa is cooked, fluff it with a fork and let it cool slightly. → In a bowl, layer the cooked quinoa with seared tofu, steamed carrots, and snap peas. → Drizzle with additional ginger dressing and sprinkle with sesame seeds before serving.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ginger dressing,quinoa,Sesame seeds for garnish,shredded carrots,snap peas,tofu","cup,tbsp",,,,party-1.jpg,,,,,,,,,,,,,,,,,,,,,ginger-quinoa-bowl
,Sweet Potato Rice Bowl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cook jasmine rice. → Roast sweet potatoes. → Layer rice with sweet potatoes, black beans, corn, and avocado. → Drizzle with lime crema and garnish with cilantro.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"avocado,black beans,cilantro,corn,jasmine rice,lime crema,roasted sweet potatoes","cup,tbsp",,,,cashew-butter.jpg,,,,,,,,,,,,,,,,,,,,,sweet-potato-rice-bowl
,Curried Lentil Quinoa Bowl,"A flavorful and nutritious Curried Lentil Quinoa Bowl that combines hearty ingredients for a satisfying meal.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rinse the quinoa and lentils under cold water. Cook the quinoa according to package instructions (usually about 15 minutes) and the lentils (about 20 minutes) until tender. → While the quinoa and lentils are cooking, roast the chickpeas in the oven at 400°F (200°C) for about 15 minutes, tossing them with curry sauce. → Once the quinoa and lentils are cooked, fluff the quinoa with a fork and combine them in a bowl. → Layer the cooked quinoa with lentils, chopped spinach, and roasted chickpeas. → Drizzle with extra curry sauce and garnish with fresh cilantro before serving.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"curry sauce,Fresh cilantro for garnish,lentils,quinoa,roasted chickpeas,spinach","cup,tbsp",,,,party-1.jpg,,,,,,,,,,,,,,,,,,,,,curried-lentil-quinoa-bowl
,Mango Black Rice Bowl,"A vibrant and nutritious Mango Black Rice Bowl that combines sweet mango, crunchy vegetables, and creamy coconut dressing for a delightful meal.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rinse the black rice under cold water and cook according to package instructions (usually about 30 minutes). → While the rice is cooking, mix together the mango chunks, diced bell peppers, and shelled edamame in a bowl. → Once the black rice is cooked, fluff it with a fork and let it cool slightly. → In serving bowls, layer the cooked black rice with the mango mixture. → Drizzle with coconut dressing and garnish with a lime wedge before serving.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"bell peppers,black rice,coconut dressing,edamame,Lime wedge for garnish,mango chunks","cup,tbsp",,,,party-1.jpg,,,,,,,,,,,,,,,,,,,,,mango-black-rice-bowl
,Southwest Rice Bowl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mix black beans, corn, and bell peppers. → Layer rice with bean mixture and avocado. → Drizzle with salsa and garnish with lime wedge.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"avocado,bell peppers,black beans,brown rice,corn,lime wedge,salsa",cup,,,,Southwestern-Black-Bean-2.jpg,,,,,,,,,,,,,,,,,,,,,southwest-rice-bowl
,Maple Dijon Bulgur Bowl,"A hearty Maple Dijon Bulgur Bowl featuring roasted vegetables and a sweet tangy dressing, perfect for a nutritious meal.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Preheat the oven to 400°F (200°C). → On a baking sheet, toss the halved Brussels sprouts and sliced red onion with a drizzle of olive oil, salt, and pepper. Roast for about 20 minutes or until tender and slightly caramelized. → While the vegetables are roasting, rinse the bulgur under cold water and cook according to package instructions (usually about 12-15 minutes). → Once the bulgur is cooked, fluff it with a fork and let it cool slightly. → In a bowl, layer the cooked bulgur with the roasted Brussels sprouts, red onion, and chopped pecans. → Drizzle with maple dijon dressing before serving.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brussels sprouts,bulgur,Maple Dijon dressing,pecans,red onion","cup,tbsp",,,,party-1.jpg,,,,,,,,,,,,,,,,,,,,,maple-dijon-bulgur-bowl
,Teriyaki Veggie Rice Bowl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cook sushi rice. → Lightly steam broccoli, bell peppers, and snap peas. → Layer rice with veggies. → Drizzle with teriyaki sauce and sprinkle with sesame seeds.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"bell peppers,broccoli,sesame seeds,snap peas,sushi rice,teriyaki sauce","cup,tbsp",,,,teriyaki-veggie-rice-1.jpg,,,,,,,,,,,,,,,,,,,,,teriyaki-veggie-rice-bowl
,Citrus Farro Bowl,"A refreshing Citrus Farro Bowl featuring vibrant ingredients and a zesty dressing, perfect for a light and nutritious meal.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rinse the farro under cold water and cook according to package instructions (usually about 30 minutes). → While the farro is cooking, mix together the segmented oranges, chopped spinach, and sliced red onion in a bowl. → Once the farro is cooked, fluff it with a fork and let it cool slightly. → In serving bowls, layer the cooked farro with the orange mixture. → Drizzle with citrus dressing and garnish with fresh mint leaves before serving.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'- Fresh mint leaves for garnish,citrus dressing,farro,oranges,red onion,spinach","cup,tbsp",,,,party-1.jpg,,,,,,,,,,,,,,,,,,,,,citrus-farro-bowl
,Garlic Herb Quinoa Bowl,"A delicious Garlic Herb Quinoa Bowl packed with savory flavors and fresh ingredients, perfect for a healthy meal.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rinse the quinoa under cold water and cook according to package instructions (usually about 15 minutes). → While the quinoa is cooking, heat a pan over medium heat and sauté the mushrooms with garlic herb dressing until tender, about 5-7 minutes. → In a bowl, layer the cooked quinoa with the sautéed mushrooms, chopped spinach, and halved cherry tomatoes. → Garnish with fresh thyme before serving.",,,,,,,,,,,,,,,,,,,,,,,,,,Main Course,American,,"cherry tomatoes,Fresh thyme for garnish,garlic herb dressing,quinoa,sautéed mushrooms,spinach","cup,tbsp",,,,Garlic-Herb-Quinoa-Bowl-2.jpg,,,,,,,,,,,,,,,,,,,,,garlic-herb-quinoa-bowl
,Black Bean and Rice Bowl,"A hearty and nutritious Black Bean and Rice Bowl, perfect for a quick meal packed with flavor and healthy ingredients.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rinse the brown rice under cold water and cook according to package instructions (usually about 30 minutes). → While the rice is cooking, mix the black beans, corn, and diced bell peppers in a bowl. → Once the rice is cooked, fluff it with a fork and let it cool slightly. → In serving bowls, layer the cooked brown rice with the black bean mixture and top with sliced avocado. → Drizzle with salsa verde before serving.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"avocado,bell peppers,black beans,brown rice,corn,salsa verde","cup,tbsp",,,,party-1.jpg,,,,,,,,,,,,,,,,,,,,,black-bean-and-rice-bowl
,Mediterranean Bulgur Bowl,"A fresh and vibrant Mediterranean Bulgur Bowl packed with wholesome ingredients and flavors, perfect for a light meal.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rinse the bulgur under cold water and cook according to package instructions (usually about 12-15 minutes). → While the bulgur is cooking, dice the cherry tomatoes, cucumbers, and red onions. → Once the bulgur is cooked, fluff it with a fork and let it cool slightly. → In serving bowls, layer the cooked bulgur with the diced tomatoes, cucumbers, red onions, and olives. → Top with hummus and garnish with fresh dill before serving.",,,,,,,,,,,,,,,,,,,,,,,,,,,Mediterranean,,"bulgur,cherry tomatoes,Cucumbers,Fresh dill for garnish,hummus,olives,red onions","cup,tbsp",,,,party-1.jpg,,,,,,,,,,,,,,,,,,,,,mediterranean-bulgur-bowl
,Roasted Veggie Rice Bowl,"A delicious Roasted Veggie Rice Bowl that combines fragrant jasmine rice with colorful roasted vegetables, perfect for a healthy meal.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rinse the jasmine rice under cold water and cook according to package instructions (usually about 15-20 minutes). → While the rice is cooking, roast your mixed vegetables in the oven at 400°F (200°C) for about 20-25 minutes until tender. → Once the rice is cooked, fluff it with a fork and let it cool slightly. → In serving bowls, layer the cooked jasmine rice with the roasted veggies and chopped spinach. → Add avocado slices on top and drizzle with tahini sauce. → Sprinkle with sunflower seeds before serving.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"avocado,jasmine rice,roasted mixed veggies,spinach,Sunflower seeds for garnish,tahini sauce","cup,tbsp",,,,party-1.jpg,,,,,,,,,,,,,,,,,,,,,roasted-veggie-rice-bowl
,Asian Grain Bowl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cook brown rice. → Lightly steam edamame and bell pepper. → Layer rice with edamame, carrots, bell pepper, and avocado. → Drizzle with soy sauce and sprinkle with sesame seeds.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"avocado,bell pepper,brown rice,edamame,sesame seeds,shredded carrots,soy sauce","cup,tbsp",,,,Harvest-Grain-Buddha-Bowl-1.jpg,,,,,,,,,,,,,,,,,,,,,asian-grain-bowl
,Spicy BBQ Tofu Bowl,"A flavorful Spicy BBQ Tofu Bowl combining protein-packed quinoa with smoky BBQ tofu and fresh veggies, perfect for a satisfying meal.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rinse the quinoa under cold water and cook according to package instructions (usually about 15 minutes). → In a pan, sauté the cubed BBQ tofu over medium heat until heated through and slightly crispy, about 5 minutes. → In a bowl, mix together the corn, black beans, and diced red onions. → Once the quinoa is cooked, fluff it with a fork and let it cool slightly. → In serving bowls, layer the cooked quinoa with the sautéed BBQ tofu and the veggie mixture. → Garnish with fresh cilantro before serving.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BBQ tofu,black beans,corn,Fresh cilantro for garnish,quinoa,red onions",cup,,,,party-1.jpg,,,,,,,,,,,,,,,,,,,,,spicy-bbq-tofu-bowl
,Classic Peanut Butter Banana Nice Cream,"A delicious and healthy dessert made from frozen bananas blended with creamy peanut butter, perfect for a guilt-free treat!
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slice the bananas and freeze them overnight. → Place the frozen bananas in a blender. → Add the peanut butter and vanilla extract. → Blend until smooth and creamy. → Serve immediately for a soft texture or freeze for a firmer texture.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"peanut butter,ripe bananas,vanilla extract","tbsp,tsp",,,,party-1.jpg,,,,,,,,,,,,,,,,,,,,,classic-peanut-butter-banana-nice-cream
,Peanut Butter Chocolate Chip Nice Cream,"A delightful and creamy Peanut Butter Chocolate Chip Nice Cream made with frozen bananas, perfect for a sweet treat!
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slice the bananas and freeze them overnight. → Place the frozen bananas in a blender. → Add the peanut butter. → Blend until smooth and creamy. → Stir in the chocolate chips. → Serve immediately for a soft texture or freeze for a firmer texture.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"chocolate chips,peanut butter,ripe bananas","cup,tbsp",,,,party-1.jpg,,,,,,,,,,,,,,,,,,,,,peanut-butter-chocolate-chip-nice-cream
,Peanut Butter Berry Nice Cream,"A refreshing and creamy Peanut Butter Berry Nice Cream made with frozen bananas and mixed berries, perfect for a healthy dessert!
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slice the bananas and freeze them overnight. → Place the frozen bananas in a blender. → Add the peanut butter and mixed berries. → Blend until smooth and creamy. → Serve immediately for a soft texture or freeze for a firmer texture.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"mixed berries,peanut butter,ripe bananas","cup,tbsp",,,,party-1.jpg,,,,,,,,,,,,,,,,,,,,,peanut-butter-berry-nice-cream
,Peanut Butter Cookies and Cream Nice Cream,"A delicious and creamy Peanut Butter Maple Pecan Nice Cream made with frozen bananas, perfect for a sweet and nutty dessert!
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slice the bananas and freeze them overnight. → Place the frozen bananas in a blender. → Add the peanut butter and maple syrup. → Blend until smooth and creamy. → Stir in the chopped pecans. → Serve immediately for a soft texture or freeze for a firmer texture.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"chopped pecans,maple syrup,peanut butter,ripe bananas","cup,tbsp",,,,Cashew-Butter-Cookies-and-Cream-Nice-Cream-1.jpg,,,,,,,,,,,,,,,,,,,,,peanut-butter-cookies-and-cream-nice-cream
,Peanut Butter Maple Pecan Nice Cream,"A delicious and creamy Peanut Butter Maple Pecan Nice Cream made with frozen bananas, perfect for a sweet and nutty dessert!
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slice the bananas and freeze them overnight. → Place the frozen bananas in a blender. → Add the peanut butter and maple syrup. → Blend until smooth and creamy. → Stir in the chopped pecans. → Serve immediately for a soft texture or freeze for a firmer texture.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"chopped pecans,maple syrup,peanut butter,ripe bananas","cup,tbsp",,,,Maple-Pecan-Overnight-Oats-1.jpg,,,,,,,,,,,,,,,,,,,,,peanut-butter-maple-pecan-nice-cream
,Peanut Butter Mocha Nice Cream,"Delicious Peanut Butter Mocha Nice Cream recipe made with ripe bananas, peanut butter, and instant coffee. A perfect healthy dessert!
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slice bananas and freeze them overnight. → Place frozen bananas in a blender. → Add peanut butter and instant coffee. → Blend until smooth. → Serve immediately or freeze for a firmer texture.,,,,,,,,,,,,,,,,,,,,,,,,,,Dessert,American,,"instant coffee,peanut butter,ripe bananas","tbsp,tsp",,,,Caramelized-Banana-Oatmeal-Bowl.jpg,,,,,,,,,,,,,,,,,,,,,peanut-butter-mocha-nice-cream
,Peanut Butter Honey Almond Nice Cream,"Delicious Peanut Butter Honey Almond Nice Cream recipe made with ripe bananas, peanut butter, honey, and sliced almonds. A perfect healthy dessert!
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slice bananas and freeze them overnight. → Place frozen bananas in a blender. → Add peanut butter and honey. → Blend until smooth. → Stir in sliced almonds. → Serve immediately or freeze for a firmer texture.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"honey,peanut butter,ripe bananas,sliced almonds","cup,tbsp",,,,Caramelized-Banana-Oatmeal-Bowl.jpg,,,,,,,,,,,,,,,,,,,,,peanut-butter-honey-almond-nice-cream
,Peanut Butter Strawberry Nice Cream,"Delicious Peanut Butter Strawberry Nice Cream recipe made with ripe bananas, peanut butter, and fresh strawberries. A perfect healthy dessert!
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slice bananas and freeze them overnight. → Place frozen bananas in a blender. → Add peanut butter and strawberries. → Blend until smooth. → Serve immediately or freeze for a firmer texture.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"peanut butter,ripe bananas,strawberries","cup,tbsp",,,,Caramelized-Banana-Oatmeal-Bowl.jpg,,,,,,,,,,,,,,,,,,,,,peanut-butter-strawberry-nice-cream
,Peanut Butter Coconut Nice Cream,"Delicious Peanut Butter Coconut Nice Cream recipe made with ripe bananas, peanut butter, and shredded coconut. A perfect healthy dessert!
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slice bananas and freeze them overnight. → Place frozen bananas in a blender. → Add peanut butter and shredded coconut. → Blend until smooth. → Serve immediately or freeze for a firmer texture.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"peanut butter,ripe bananas,shredded coconut","cup,tbsp",,,,Caramelized-Banana-Oatmeal-Bowl.jpg,,,,,,,,,,,,,,,,,,,,,peanut-butter-coconut-nice-cream
,Peanut Butter Pumpkin Pie Nice Cream,"Delicious Peanut Butter Pumpkin Pie Nice Cream recipe made with ripe bananas, peanut butter, pumpkin puree, and pumpkin pie spice. A perfect healthy dessert!
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Slice bananas and freeze them overnight. → Place frozen bananas in a blender. → Add peanut butter, pumpkin puree, and pumpkin pie spice. → Blend until smooth. → Serve immediately or freeze for a firmer texture.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"peanut butter,pumpkin pie spice,pumpkin puree,ripe bananas","cup,tbsp,tsp",,,,Caramelized-Banana-Oatmeal-Bowl.jpg,,,,,,,,,,,,,,,,,,,,,peanut-butter-pumpkin-pie-nice-cream
,Peanut Butter Apple Cinnamon Nice Cream,"Delicious Peanut Butter Apple Cinnamon Nice Cream recipe made with ripe bananas, peanut butter, diced apples, and ground cinnamon. A perfect healthy dessert!
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slice bananas and freeze them overnight. → Place frozen bananas in a blender. → Add peanut butter and ground cinnamon. → Blend until smooth. → Stir in diced apples. → Serve immediately or freeze for a firmer texture.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"diced apples,ground cinnamon,peanut butter,ripe bananas","cup,tbsp,tsp",,,,Caramelized-Banana-Oatmeal-Bowl.jpg,,,,,,,,,,,,,,,,,,,,,peanut-butter-apple-cinnamon-nice-cream
